,tissue,histology,gender,PHA-665752,Irinotecan,17-AAG,TAE684,TKI258,PD-0332991,PLX4720,ZD-6474,Nutlin-3,Sorafenib,L-685458,Erlotinib,Lapatinib,PD-0325901,PF2341066,AEW541,Nilotinib,Topotecan,LBW242,AZD0530,Panobinostat,Paclitaxel,RAF265,AZD6244
HS571T,ovary,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HS578T,breast,carcinoma,F',8.0,,0.062882334,8.0,3.227988243,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.9453153610000005,0.072077319,0.0025,5.510804652999999,8.0
HS600T,skin,malignant_melanoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
HS604T,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
HS606T,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HS611T,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',,,,,,,,,,,,,,,,,,,,,,,,
HS616T,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
HS618T,lung,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HS675T,large_intestine,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HS683,central_nervous_system,glioma,M',8.0,0.42252582299999997,0.143921196,3.532052755,4.478327274,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.06753397,6.85484457,8.0,1.16079092,8.0,8.0,0.164265633,0.007497566,8.0,8.0
HS688AT,skin,malignant_melanoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HS695T,skin,malignant_melanoma,M',8.0,0.37264907399999997,0.09551860400000001,8.0,8.0,8.0,7.264561176,8.0,8.0,8.0,8.0,8.0,8.0,0.237993121,8.0,6.037502289,8.0,0.840216935,8.0,8.0,0.037047084,0.09689749,8.0,8.0
HS698T,large_intestine,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HS706T,bone,giant_cell_tumour,F',,,,,,,,,,,,,,,,,,,,,,,,
HS729,soft_tissue,rhabdomyosarcoma,M',8.0,,0.066169545,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.69119978,,0.35032174,8.0,8.0,0.11258663199999999,0.016439535,8.0,8.0
HS737T,bone,other,F',,,,,,,,,,,,,,,,,,,,,,,,
HS739T,breast,carcinoma,F',8.0,2.83324337,0.560182333,1.955537677,3.132244825,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.089972496000001,7.017650604,8.0,4.647302151,8.0,8.0,0.155537844,0.002542614,8.0,8.0
HS742T,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HS746T,stomach,carcinoma,M',8.0,,0.146164864,5.439565658999999,8.0,8.0,8.0,8.0,8.0,8.0,7.728271007999999,8.0,8.0,2.000169039,0.10254248199999999,6.633160591,6.016578197,0.6992725129999999,8.0,3.256877422,0.042114797999999995,0.01275917,3.237396417,8.0
HS751T,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,NA',,,,,,,,,,,,,,,,,,,,,,,,
HS766T,pancreas,carcinoma,M',8.0,5.188987255,0.208693713,5.293654442,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.01714126,8.0,8.0,8.0,8.0,8.0,8.0,0.134242281,8.0,1.110060096,0.65779978
HS819T,bone,chondrosarcoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HS821T,bone,giant_cell_tumour,F',,,,,,,,,,,,,,,,,,,,,,,,
HS822T,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,F',,,,,,,,,,,,,,,,,,,,,,,,
HS834T,skin,malignant_melanoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HS839T,skin,malignant_melanoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HS840T,upper_aerodigestive_tract,other,M',8.0,0.746174514,0.042208712999999995,1.955447555,2.806429863,8.0,8.0,4.3980154989999996,8.0,8.0,8.0,8.0,8.0,8.0,4.287018299,8.0,8.0,2.885690212,8.0,8.0,0.039185483,0.010091474,0.12682493,8.0
HS852T,skin,malignant_melanoma,M',8.0,7.632351875,0.043077972,0.677948415,8.0,8.0,8.0,5.387755394,8.0,8.0,8.0,8.0,8.0,1.339613318,3.6629025939999997,0.9324046970000001,7.286914825,5.76911974,8.0,8.0,0.065024838,0.025221951,8.0,8.0
HS863T,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,F',,,,,,,,,,,,,,,,,,,,,,,,
HS870T,bone,osteosarcoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
HS888T,bone,osteosarcoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HS895T,skin,malignant_melanoma,F',8.0,,0.568269014,1.4754464630000002,1.72675132,0.446407169,7.1538171770000005,8.0,8.0,8.0,8.0,8.0,8.0,0.716822829,4.02694273,2.193813385,4.7203321460000005,4.5130653380000005,8.0,8.0,0.072238043,8.0,0.167939842,8.0
HS934T,skin,malignant_melanoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HS936T,skin,malignant_melanoma,M',8.0,0.863415956,0.061651316,8.0,8.0,8.0,8.0,6.60185051,8.0,8.0,8.0,8.0,8.0,0.042563576,8.0,8.0,8.0,2.382953644,8.0,8.0,0.025391447999999997,0.002542614,8.0,0.272241116
HS939T,skin,malignant_melanoma,F',8.0,,0.030074231,8.0,7.236048222000001,8.0,2.102822304,6.114317894,8.0,8.0,8.0,8.0,8.0,0.041808613,8.0,8.0,7.0801296229999995,6.028975964,2.226797581,8.0,0.052195873,0.066444561,3.4480974669999997,0.49437490100000003
HS940T,skin,malignant_melanoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HS944T,skin,malignant_melanoma,M',8.0,0.08921947300000001,0.12876053199999998,5.717155933,4.454998016,8.0,5.65844059,8.0,8.0,8.0,8.0,8.0,8.0,0.143660545,5.190103054,8.0,8.0,0.128988206,0.17926456,8.0,0.055881042,0.003847174,0.352730155,1.176047325
HSC2,upper_aerodigestive_tract,carcinoma,M',8.0,0.141894951,0.499589235,8.0,8.0,8.0,8.0,8.0,8.0,4.682631493,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.11338155,8.0,7.353033543,0.299707472,0.009923753,8.0,8.0
HSC3,upper_aerodigestive_tract,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HSC4,upper_aerodigestive_tract,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HT,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',8.0,,0.20072601699999998,0.574935419,8.0,8.0,8.0,8.0,8.0,6.917999743999999,0.232341436,8.0,6.772954499,8.0,3.2956812380000002,8.0,8.0,0.2027933,8.0,8.0,0.008737668,0.0025,8.0,8.0
HT1080,soft_tissue,fibrosarcoma,M',8.0,,0.11350876800000001,8.0,8.0,8.0,8.0,4.71924448,6.066975117,8.0,8.0,8.0,8.0,0.44604337200000005,3.643709183,7.100716114,,0.247212142,8.0,8.0,0.042126447000000004,0.005339894,1.074540615,0.739373982
HT115,large_intestine,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
HT1197,urinary_tract,carcinoma,M',8.0,3.0585916039999996,1.937179565,4.983293056,8.0,8.0,8.0,4.703538895,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.332540035,8.0,8.0,8.0,8.0,0.063724466,8.0,0.9460099940000001,8.0
HT1376,urinary_tract,carcinoma,F',8.0,2.7008180619999997,0.36514070600000004,1.803628922,3.825596571,8.0,8.0,1.084273934,8.0,8.0,8.0,2.53105402,7.084046364,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.101600125,0.002542614,1.756084442,8.0
HT144,skin,malignant_melanoma,M',8.0,0.705108225,0.07971938,7.234825611000001,6.1078889279999995,8.0,1.336324811,8.0,8.0,8.0,8.0,8.0,8.0,0.019130703,8.0,4.869328499,4.633401871,1.052970886,8.0,8.0,0.087971471,0.021828279,0.34008255600000004,0.37391635799999995
HT29,large_intestine,carcinoma,F',8.0,0.30114737199999997,0.016734079,0.7741029859999999,4.960608482,8.0,1.678125024,8.0,8.0,8.0,8.0,8.0,5.884946823,0.011746166,7.508038998,1.376474261,8.0,0.7085937859999999,8.0,4.436421871,0.047861759000000004,0.0025,0.81959039,0.09756515199999999
HT55,large_intestine,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
HTK,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',,,,,,,,,,,,,,,,,,,,,,,,
HUCCT1,biliary_tract,carcinoma,M',8.0,1.397503495,0.091983378,4.7380585669999995,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.6955381630000002,8.0,8.0,8.0,0.7929754259999999,8.0,8.0,0.093463294,0.009130674,3.917720079,8.0
HUG1N,stomach,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HUH1,liver,carcinoma,M',8.0,0.326290578,0.033526562,1.724883199,2.185251713,8.0,8.0,6.489634514,8.0,8.0,8.0,8.0,8.0,2.671397686,3.696080329,1.66758883,8.0,0.49703249299999996,8.0,8.0,0.070000745,0.028643915,1.040796995,8.0
HUH28,biliary_tract,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
HUH6,liver,other,NA',,,,,,,,,,,,,,,,,,,,,,,,
HUH7,liver,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HUNS1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
HUPT3,pancreas,carcinoma,M',8.0,1.762922764,0.300195903,8.0,8.0,8.0,8.0,4.119925499,8.0,8.0,8.0,8.0,8.0,0.355318874,8.0,8.0,8.0,1.416436672,8.0,7.702197075,0.091935344,0.023696937,8.0,1.915635943
HUPT4,pancreas,carcinoma,M',8.0,,0.010569213000000001,0.5231115820000001,8.0,8.0,8.0,0.6755780579999999,8.0,8.0,8.0,4.255131245,7.055700302000001,0.066378251,4.204384804,1.3878274290000001,5.09538269,0.105005339,8.0,1.139991403,0.025808295,0.0025,1.958483934,0.355978675
HUT102,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
HUT78,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',8.0,,0.250834763,8.0,0.57183569,8.0,8.0,0.35881483200000003,8.0,8.0,8.0,8.0,8.0,0.017062185,0.022862312000000003,1.8226293519999999,0.426970909,0.170725718,0.859486726,8.0,0.008441856,0.008045927,2.111756802,0.091557629
HUTU80,small_intestine,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
IALM,lung,carcinoma,M',8.0,1.086725235,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.588274479,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.781150937,8.0,8.0,0.11778984199999999,8.0,2.578817844,8.0
IGR1,skin,malignant_melanoma,M',,,,,,,,,,,,,,,,,,,,,,,,
IGR37,skin,malignant_melanoma,M',8.0,0.27013734,8.0,8.0,8.0,8.0,0.9044296740000001,8.0,8.0,8.0,8.0,8.0,8.0,0.021839682000000003,8.0,0.13937079,8.0,0.686573923,8.0,8.0,0.052000597,0.007616556,1.1985352040000001,0.21325025
IGR39,skin,malignant_melanoma,M',8.0,0.36819359700000004,8.0,1.6409360530000001,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.818576091000001,8.0,8.0,8.0,0.523803174,8.0,1.195519567,0.05372363,0.018589533999999998,4.4041004180000005,8.0
IGROV1,ovary,carcinoma,F',8.0,0.7936578390000001,0.491089851,8.0,6.297246456,8.0,,,8.0,6.6022562979999995,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.29051441,8.0,0.7611788509999999,0.09538517099999999,0.027501697000000002,8.0,8.0
IM95,stomach,carcinoma,M',8.0,,0.03782573,8.0,8.0,8.0,8.0,1.355574012,8.0,8.0,8.0,8.0,8.0,0.19030641,8.0,8.0,8.0,0.873082639,8.0,8.0,0.045340344000000005,0.017334834,8.0,0.7469883509999999
IMR32,autonomic_ganglia,neuroblastoma,M',8.0,,1.7240619659999998,1.046906471,2.7100028989999996,8.0,5.588811874,8.0,2.9166193010000003,8.0,8.0,8.0,8.0,8.0,2.821169615,2.705385923,8.0,0.029726983999999998,8.0,2.62498188,0.03365298,0.002542614,1.6960071330000002,8.0
IOMMLEE,central_nervous_system,meningioma,NA',,,,,,,,,,,,,,,,,,,,,,,,
IPC298,skin,malignant_melanoma,F',8.0,0.35077408,0.08109536,8.0,1.6891947980000002,8.0,8.0,8.0,8.0,7.745028972999999,8.0,6.998702526000001,8.0,0.006270713000000001,8.0,4.9116997719999995,8.0,0.45793670399999997,8.0,8.0,0.054005791,0.0025,0.125808135,0.074961409
ISHIKAWAHERAKLIO02ER,endometrium,carcinoma,F',8.0,,0.09791198400000001,0.331912686,0.911898995,,8.0,2.800529718,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,0.520882368,8.0,8.0,0.021153854,0.003553285,,8.0
ISTMES1,pleura,mesothelioma,F',3.788518667,0.621329963,0.707256138,2.164404392,0.653159522,8.0,8.0,2.838296652,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.513892495,0.8932073309999999,0.143415794,8.0,3.901444197,0.057558200999999996,0.12370769699999999,8.0,8.0
ISTMES2,pleura,mesothelioma,M',8.0,0.068911389,0.133910671,2.76738596,2.162941933,0.427757025,3.671973228,4.528552055,8.0,5.200558186,8.0,8.0,7.889610767000001,8.0,4.1668987269999995,8.0,3.5651563389999996,0.039499149,8.0,8.0,0.042731293,0.005989203,0.147910878,8.0
J82,urinary_tract,carcinoma,M',8.0,,0.286560714,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,0.48700302799999995,8.0,8.0,0.15639317,0.096582435,8.0,8.0
JEKO1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',,,,,,,,,,,,,,,,,,,,,,,,
JHESOAD1,oesophagus,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
JHH1,liver,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
JHH2,liver,carcinoma,M',8.0,0.8485052590000001,8.0,8.0,7.4551706310000005,8.0,8.0,4.475026608,8.0,8.0,8.0,8.0,8.0,6.222815514,8.0,8.0,8.0,8.0,8.0,2.284733534,0.080088854,0.131836876,8.0,8.0
JHH4,liver,carcinoma,M',8.0,0.27715289600000004,8.0,8.0,8.0,8.0,4.928554535,3.273228645,8.0,8.0,8.0,8.0,8.0,2.750053167,8.0,7.419638634,8.0,0.113978796,8.0,8.0,0.071097493,0.110504739,8.0,8.0
JHH5,liver,carcinoma,M',8.0,,0.018158266,3.744314909,8.0,,8.0,1.023970723,8.0,8.0,8.0,1.078194857,0.569107652,0.28873920399999997,8.0,3.495026588,,0.091584355,8.0,1.928420663,0.039195716,0.009005306,2.70650816,0.357130577
JHH6,liver,carcinoma,F',8.0,3.094129562,0.223785281,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.175730899,0.020159863,8.0,8.0
JHH7,liver,carcinoma,M',8.0,,0.088164933,1.385532856,1.7268185619999998,,8.0,8.0,8.0,4.188977242,,8.0,4.924770355,0.47640684200000005,6.19686842,1.806263089,,0.972578168,8.0,8.0,0.05667815,0.003013175,,4.17086935
JHOC5,ovary,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
JHOM1,ovary,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
JHOM2B,ovary,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
JHOS2,ovary,carcinoma,F',8.0,,0.14501529900000001,4.392546653999999,6.958929062,8.0,8.0,8.0,8.0,8.0,6.913431168,8.0,8.0,8.0,8.0,4.9757967,8.0,0.586575627,8.0,8.0,0.140599579,0.024209863999999998,8.0,8.0
JHOS4,ovary,carcinoma,F',8.0,,1.5709776880000001,4.663464546,8.0,8.0,8.0,1.8039060830000002,8.0,8.0,8.0,8.0,7.408363342,8.0,8.0,3.452549696,4.287676811,1.302278399,0.328750879,8.0,0.163286954,0.008781266,3.1118619439999997,8.0
JHUEM1,endometrium,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
JHUEM2,endometrium,carcinoma,F',8.0,,0.04826415,4.083443642,3.210728407,,8.0,3.0985054969999997,7.958385944,8.0,8.0,8.0,8.0,5.034770489,5.191458702,8.0,,0.08327048299999999,8.0,8.0,0.019797415,0.00658232,,8.0
JHUEM3,endometrium,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
JIMT1,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
JJN3,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',,,,,,,,,,,,,,,,,,,,,,,,
JK1,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
JL1,pleura,mesothelioma,M',,,,,,,,,,,,,,,,,,,,,,,,
JM1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,NA',8.0,,1.119323969,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.700304031,0.176624015,8.0,8.0,0.032015062999999996,0.014962113,8.0,8.0
JMSU1,urinary_tract,carcinoma,M',8.0,0.15828324900000001,0.044885039,0.465483159,0.351248592,8.0,5.027737141,2.250249863,8.0,3.876948833,4.920536041,3.054365873,8.0,1.4208388330000001,6.045948505,2.492431164,5.011620998,0.109795749,8.0,8.0,0.055907659000000005,0.011445143,0.20764482,5.112239361
JURKAT,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',4.221210957,0.057521079,0.8292915820000001,1.693429708,1.6002551319999998,2.357683659,3.758895636,2.331607103,8.0,3.920067787,5.447007656,6.090600491,6.770286082999999,8.0,1.6869387630000001,5.3027701380000005,8.0,0.052126963,8.0,3.307549238,0.022270288,0.0025,0.356609374,8.0
JURLMK1,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
JVM2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',,,,,,,,,,,,,,,,,,,,,,,,
JVM3,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',8.0,0.018932486000000002,0.076346688,1.3004791740000001,1.3609364030000002,0.43520039299999996,3.7270987030000002,2.712543488,0.271995178,6.987101077999999,0.28992904,3.97213912,8.0,8.0,4.957866192,7.611978054,2.293517775,0.016992867,8.0,8.0,0.01681086,0.002542614,0.130046681,8.0
K029AX,skin,malignant_melanoma,NA',7.850198746,0.33658471700000003,0.119215205,5.298291683,4.849993229,8.0,2.110589266,5.837676048,8.0,8.0,8.0,8.0,6.444432735,0.08020827900000001,7.655366898,4.483352184,8.0,0.670985878,8.0,8.0,0.045050137000000004,0.002542614,0.70665884,0.45914828799999996
K562,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,F',,,,,,,,,,,,,,,,,,,,,,,,
KALS1,central_nervous_system,glioma,F',8.0,0.959533691,0.08975560199999999,3.022300959,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.966596365,8.0,8.0,8.0,0.498715103,8.0,8.0,0.134485841,0.005295291999999999,0.290483177,8.0
KARPAS299,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',3.0458381180000003,,0.20935839399999998,0.15601883800000002,8.0,7.354502201,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.644625247,2.4256858830000003,8.0,8.0,0.626553655,8.0,8.0,0.062277652,0.016409257,4.437853336,8.0
KARPAS422,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,NA',5.938162327000001,0.17304933100000003,0.204620793,2.4685776230000003,8.0,8.0,8.0,8.0,8.0,8.0,4.381897926000001,8.0,8.0,8.0,8.0,3.330083609,8.0,0.09366019800000001,8.0,8.0,0.02789399,8.0,0.8734077809999999,8.0
KARPAS620,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',8.0,2.158792496,0.5565626029999999,0.48439160000000003,8.0,1.023671865,8.0,8.0,8.0,2.025591068,1.76048708,8.0,8.0,0.015687533,6.372567654,0.5157467720000001,8.0,1.148798943,8.0,8.0,0.023666015,0.00318989,4.18068409,0.092270665
KASUMI1,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
KASUMI2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',8.0,0.042180192000000005,0.027120752,8.0,3.038454533,5.569698811,8.0,8.0,5.604545116000001,6.908866405,5.89788866,8.0,8.0,8.0,4.335896492,6.684100151,7.463879585,0.049187037999999995,8.0,8.0,0.007665033000000001,0.003222198,1.183841467,8.0
KASUMI6,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
KATOIII,stomach,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
KCIMOH1,pancreas,carcinoma,F',8.0,,0.136119515,1.570543408,3.7723159789999996,,8.0,8.0,8.0,8.0,8.0,1.730164289,5.619114399,0.39270222200000005,5.252182007,1.7675597669999998,,2.067111015,8.0,3.24185276,0.07059468299999999,0.002542614,,1.945320606
KCL22,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,F',8.0,0.129412934,0.10770423,2.26606822,4.999625206,4.05649662,8.0,1.6747256519999998,8.0,3.61183238,5.699705123999999,8.0,7.8077445029999994,0.054352019,1.2607825990000001,6.837701797,0.013746729,0.08988530199999999,8.0,0.551354647,0.014849228,0.0025,1.44283402,0.482571959
KE37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
KE39,stomach,carcinoma,M',8.0,,0.125281632,1.5663028959999998,8.0,3.541832685,8.0,2.215299606,8.0,8.0,8.0,8.0,4.056060314,6.011958599,5.804945946,3.493362665,4.791784763,2.439250231,8.0,8.0,0.058654301,0.006705094,6.979484557999999,8.0
KE97,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',8.0,0.026682707000000003,0.123593725,1.857846975,1.471847057,8.0,5.475784302,8.0,3.835953712,4.538650513,5.805035114,5.710309505,8.0,8.0,6.987422942999999,8.0,8.0,0.039149981,8.0,7.51069212,0.009937636,0.002542614,0.285471082,8.0
KELLY,autonomic_ganglia,neuroblastoma,NA',8.0,,2.224541187,3.479384422,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.175132335,8.0,,0.146283925,8.0,8.0,0.038800325,0.085465863,,8.0
KG1,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,M',8.0,0.25082187899999997,0.047090092,0.753083825,0.455887169,8.0,8.0,0.743874073,8.0,8.0,8.0,8.0,8.0,0.371464181,1.797705996,2.640584832,8.0,0.257356942,8.0,8.0,0.018606676000000003,0.053802088,0.43489298200000004,1.402923942
KG1C,central_nervous_system,glioma,M',,,,,,,,,,,,,,,,,,,,,,,,
KHM1B,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',3.3397662639999997,0.071645685,0.167679474,0.102221638,8.0,8.0,8.0,8.0,8.0,4.0152063369999995,4.201221466000001,8.0,8.0,8.0,3.2658455369999997,0.24660147699999999,2.3218309969999997,0.044213697,8.0,8.0,0.018884268,0.002542614,8.0,8.0
KIJK,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
KLE,endometrium,carcinoma,F',8.0,0.983213782,0.927676288,8.0,8.0,8.0,8.0,3.863512278,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.809304237,8.0,8.0,0.06242324,8.0,8.0,8.0
KLM1,pancreas,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
KM12,large_intestine,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
KMBC2,urinary_tract,carcinoma,NA',8.0,0.834210813,0.06139707900000001,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.145538807,8.0,8.0,8.0,1.004773498,8.0,8.0,0.05449414599999999,0.026095331,4.104511738,6.0832133289999994
KMH2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
KMM1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',0.720862557,0.198362663,0.190332726,0.53859663,8.0,7.422032356,8.0,8.0,8.0,2.797390938,5.01994276,8.0,3.216899633,1.129081249,3.714695215,1.40566361,2.917067289,0.229858205,8.0,8.0,0.018716184,0.0025,4.318281651,8.0
KMRC1,kidney,carcinoma,M',8.0,0.45842236299999994,0.309771448,6.742055893,1.853257656,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.30197835,8.0,3.98032403,0.202177405,0.14697542800000002,8.0,8.0
KMRC2,kidney,carcinoma,M',8.0,2.883164406,2.275416613,2.8075077530000003,8.0,8.0,8.0,3.271318436,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.482534881,8.0,8.0,8.0,8.0,0.16670607,0.015890298,8.0,8.0
KMRC20,kidney,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
KMRC3,kidney,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
KMS11,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',8.0,0.417666435,0.033564694,0.256441385,1.251866341,2.474158525,8.0,8.0,8.0,4.98896122,8.0,8.0,7.795879364,8.0,5.972376822999999,0.279543102,4.221470356,0.773472965,8.0,8.0,0.018756768,0.0025,8.0,8.0
KMS12BM,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',8.0,,0.124920338,1.8054863209999998,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.433550026,8.0,0.268235147,8.0,8.0,0.0038738609999999997,0.002641938,0.48512330299999995,8.0
KMS18,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
KMS20,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',,,,,,,,,,,,,,,,,,,,,,,,
KMS21BM,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
KMS26,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',7.179248332999999,0.082779452,0.237215653,0.7778459790000001,4.340228081,1.67236042,8.0,3.2828972339999996,8.0,7.193710327000001,6.957325459,8.0,6.732223987999999,8.0,2.876307487,0.6514243479999999,6.001347065,0.067616343,8.0,8.0,0.004504417,0.003524255,8.0,8.0
KMS27,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
KMS28BM,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',,,,,,,,,,,,,,,,,,,,,,,,
KMS34,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',8.0,0.040386364,0.17144584699999998,0.274660707,5.804589272,1.504676104,8.0,8.0,8.0,3.7526068689999996,1.058712721,8.0,5.140589714,8.0,4.839499474,0.48430976299999995,3.499485731,0.059535764000000005,8.0,8.0,0.013481136999999999,0.014584946000000001,0.8974913290000001,8.0
